,text,place,uri,collector,area,lat,lon,english
100152,Λέγε – λέγε το κοπέλι κάνει την κυρά και θέλει,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/276549,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"A boy says it, and a woman does it and wants it."
93511,Μου μαύρισ' ο κώλος,Θεσπρωτία,http://hdl.handle.net/20.500.11853/273863,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,I don't care
80015,Ακόμα δεν τον είδαμαν Γιάννη τον φωνάξαμαν,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153932,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,We haven't seen Yanni yet and we're calling him
100004,Έτσι αγάδες; Στα στρώματα καί στά παπλώματα γαμώ και γώ κυράδες,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156939,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,So you think you are big shots? I also sleep with ladies on the mattresses and quilts.
100205,Νάχε κότσαλο στον κόλο,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/274475,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,He had a bone in his backside.
100075,Κάλλιο να με πουν κιότη παρά μακαρίτη,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/269197,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Better to be called a dog than a corpse
79993,Άλλαξ' ο κολιός κι' έβαλε τα ρουχ' αλλιώς,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153934,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Even a monkey dresses up to go to town.
100116,"Κλωτσιές της γίδας, χαρές του λύκου","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/277919,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Goat's kicks, wolf's joys"
100213,Νοικοκυρά από του Νάσσιαρη κι' από το Νικολίτσι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/287187,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,A housewife from Nasi and Nikolitsi
100144,"Κυνηγάει τον καυγά, σαν η μύγα το σκατό","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/183004,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,He seeks a fight like a fly seeks dung.
93498,"Κοντή γυναίκα νόστιμη, ψηλή χαραμαντάνα, ψηλός άντρας και λέβεντος, κοντός πομπή και γάνα",Θεσπρωτία,http://hdl.handle.net/20.500.11853/206384,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"A short woman is tasty, a tall one is a scarecrow, a tall man is a lion, a short one is a fart and a turd."
99922,Από σαράντα κάππες,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257295,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,From forty crows
100232,Ο κάλπικος παράς δεν χάνεται όλο στο δρόμο βρίσκεται,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/212860,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"A calf that strays doesn't get lost, it's found on the road"
27803,"Ο καλός, καλό δεν βλέπει","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213570,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,The good one doesn't see good.
93403,"Άνθρωπον από ανθρώπους και σκυλί από κοπάδι, ανθρώπον να σε τιμήση και σκυλί μη σ' αλυχτήση",Θεσπρωτία,http://hdl.handle.net/20.500.11853/156418,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"A man from among men and a dog from among pack, may a man honor you and a dog not lick you."
27987,Σαν τη γάτα με τον σκύλλο,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183182,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Like cat and dog
100088,Καθαρή η Θοδώρω τα ποδάρια στο πινάκι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/181317,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Saint Theodora's feet in the tray
93448,Δεν παίζομε τα κότσια δω,Θεσπρωτία,http://hdl.handle.net/20.500.11853/257064,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,We don't play with testicles here
99877,"Άλλο το βήξιμο, άλλο το κλάσιμο","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156986,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"It's one thing to threaten, another to take action"
100145,Λάτα και μαλλάτα και τ' αρνιά θηλυκά,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/268037,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Give a woman an inch and she'll take an ell.
27827,Όλα τα δάχτυλα δεν είναι ίσια κι όμοια,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183161,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,All fingers are not equal and alike
27589,Ζητουλης και φαγάς πάει και γίνεται παπάς,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257082,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,He who asks and eats goes and becomes a priest
27855,Όποιος θέλει ν' αγαπήση πρέπει να χασομερήση,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144804,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Whoever wants to love must become a beggar
80308,"Σκώνομαι απ' τό πρωΐ, όσο να ποδέσω τονα (το τσαρούχι) βήκε ο ήλιος πάει γιόμα, όσο να ποδέσω τ' άλλο, πάν τά πρόβατα στο στάλλο","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257240,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"I get up in the morning, by the time I put on one shoe, the sun is up, by the time I put on the other, the sheep are in the pen."
27823,"Ό,τι κάμης κι ό,τι πης στα στερνά θα θυμηθής","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/270653,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Whatever you do and whatever you say, you will remember it later."
27748,Μην τα πετάς τα λόγια σου σαν τ' άχυρο στ' αλώνι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213556,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Don't scatter your words like chaff in the threshing floor
93404,Άνθρωπος οχ του λόγου του ατός του πάλι ατός του κάνει κακό του λόγου του θιαμαίνεται κι ατός του,Θεσπρωτία,http://hdl.handle.net/20.500.11853/156417,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,A man is undone by his own words and ruined by his own words
27981,Σαν δεν σ' αρέση πάρε την βόλτα σου,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144759,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"If you don’t like it, take a hike."
80307,Σκύλα (ή) από τή βιά της κάνει γκαβά τά κουτάβια,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153959,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"Even a dog, from habit, gives birth to puppies."
80153,Κουβέντα κι' ο χορός είναι σπιτοχαλασμός,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/271273,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Words are wind
93495,Κόπηκαν τα ράμματα χύθηκαν τα σύκα,Θεσπρωτία,http://hdl.handle.net/20.500.11853/257049,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,The stitches were cut and the figs spilled.
27523,"Γαιδουροπερδούκλωνε, να μην καμπογυρίζης","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144751,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Donkey mule, don’t be obstinate"
100403,Σε τρώει ο κόλος,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/274584,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,He is eaten up with envy.
27736,"Μεγάλα κομμάτια να τρως, μεγάλα λόγια μη λες","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213559,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Eat big bites, don’t speak big words."
93491,"Καλό 'ς τον κουμπάρο, να του πάρω διπλό το ξάγι",Θεσπρωτία,http://hdl.handle.net/20.500.11853/272088,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"Good to the godfather, so I can take double the gift"
27733,Με τον μεγαλύτερό σου σκόρδα μη φυτεύης,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/280898,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Don't plant garlic with your elder.
93555,Σ' του μολοχτού τον κώλο κάνει ο διάολος την δουλειά,Θεσπρωτία,http://hdl.handle.net/20.500.11853/282046,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,The devil does the work on the lazy person's behind
27413,Άξιος στο φαΐ κι αγλήγορος στον ύπνο,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144707,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"He is worthy of food, but lazy for sleep"
80311,Στον πάτο παίρ' ο μυλωνας το ξάϊ,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257247,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,The mill takes the flour from the bottom.
100001,Έπιασε το ήμερο κουνάβι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/272895,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,He caught the tame rabbit.
100115,"Κλωτσίες της γίδας, χαρές του λύκου","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/277997,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,The goat kicks and the wolf enjoys
27892,"Όταν διψάη η αυλή σου, έξω νερό μη χύνης","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183172,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Don’t throw water outside when your yard is thirsty.
100111,Κι' η πίττα σωστή και ο σκύλος χορτασμένος,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/268033,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,You can't have your cake and eat it
80199,Νύφη απο φυσικό και σκύλο απο κοπάδι (πάρε),"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/287461,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,A bride from nature and a dog from the pack (take)
92722,"Όπου είναι γης χοντρή, φτενά κεφάλια","Θεσπρωτία, Σούλι, Γαρδίκι",http://hdl.handle.net/20.500.11853/181422,"Οικονομίδης, Δημήτριος Β.",Θεσπρωτία,39.54401235,20.308355368968883,"Where the earth is rich, the heads are thin."
27525,"Γέρος, γάτος, τρυφερά ποντίκια πιάνει","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183055,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,An old cat catches tender mice.
27731,Με το νου της η κόρη πλούταινε,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257116,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,The daughter marries with her brains
