,text,place,uri,collector,area,lat,lon,llama-8b
73164,Γλυκάθηκ' η γριά 'ς τα σύκα έφαγε και τα συκόφλα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/168959,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,"The old woman tasted the figs, ate them, and then complained that they"
18259,Μι τ' π'θαμή σ' δι μιτρούνα,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/231412,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,A drop of honey catches more flies than a barrel of vinegar. (Proverb
42747,Κατά μάνα κατά κύρη έκαμαν και γιο Ζαφείρη,Θράκη,http://hdl.handle.net/20.500.11853/202513,"Κοκκολάτος, Κλεόβουλος, Χρ.",Θράκη,40.8464241,25.8759377,They made a son Zafeiris as a mother and a father. (Translation
107170,Τον πήρε από καλοματιού,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/279490,Σαμίδης,Θράκη,40.8464241,25.8759377,He took it from a good neighbor.  (He got it from a good
91839,Η πέτρα που κυλάει πουτές δε ματζαργιάζει,"Θράκη, Μάδυτος",http://hdl.handle.net/20.500.11853/257897,"Οικονομίδης, Απόστολος Β.",Θράκη,40.8464241,25.8759377,The stone that flows does not collect moss<|eot_id|>
107805,Η γρίνια του σπιτιού γίνεται πρόξενος κακού,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/182151,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,The hen of the house becomes a harbinger of evil. (The hen at
73130,Βαστειέται ακόμα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/152728,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,He is still on his beam ends. (idiomatic expression)<|eot
17970,"Αγρό γούρμο, ούλα ένα;","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/190557,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,A drop of dew on a blade of grass. <|eot_id|
98514,Ο Μάρτ' ς δέ λείπ' πέ τή σαρακοστή,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/238627,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,March doesn't leave until after Lent. (Proverb) Meaning: Do not
118055,Καλό β'ζί ηύρ' εκείνος και β'ζάν,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/192031,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,Good luck follows good deeds. (Greek proverb) <|eot_id|
109881,Κάνεις αβγό και χύνεσαι;,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/158213,"Σταμούλη – Σαραντή, Ελπινίκη",Θράκη,40.8464241,25.8759377,You make an egg and spill it. (Literally: You make an egg
73184,Δεν έχ' στον ήλιο μοίρα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/165041,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,No fate is like the sun. (No one has the same fate as the
106839,"Η πουλια βασιλεύουσα και πίσω παραγγέλλουσα, μηδέ τσοπάνης 'ς τα βουνα μηδέ γεωργός 'ς τους κάμπους","Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257778,Σαμίδης,Θράκη,40.8464241,25.8759377,"The hen that rules from the top and orders from the back, is neither a"
10297,Εγώ σε μιλώ και συ πέρα βρέχ',"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/142265,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,I speak to you and you get wet on the other side. <|e
102447,Τη όρνιθα πίν'νερό γλέπ' και το Θεγό,"Θράκη, Σκοπός",http://hdl.handle.net/20.500.11853/188022,"Πετρόπουλος, Δημήτριος",Θράκη,40.8464241,25.8759377,"The translation of the proverb is: ""Watch a bird drinking water and you'll"
98283,Γούλ' τα βάσανά ντους κι' ο μυλωνάς το νερό τ',"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/197230,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"The translation of the given proverb is:

Wash the master's dirty clothes and"
118350,Το 'κοψε ντουμάνι,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/232577,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,Cut a piece of wood. (meaning: Don't waste time or resources on
107829,Κακός εργάτης άσχημα εργαλεία,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/269251,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,"Bad worker, bad tools. (A bad worker will always have bad tools)"
91869,Καρφί δι ντουν' καίγιται,"Θράκη, Μάδυτος",http://hdl.handle.net/20.500.11853/266942,"Οικονομίδης, Απόστολος Β.",Θράκη,40.8464241,25.8759377,A thorn pierces even a bear's hide. (A thorn can
4897,Θαρρείς δανεικό α το πάρεις,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/169224,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,"You can borrow it, take it. (You can take it as a loan"
73581,Ξωπίσω βρίζουν και το βασιλέ,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/208789,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,They bark at the king from under the bed. (They speak badly about someone
73521,Μασημένα λόγια,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/202498,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,Spilled words.  (Proverb: Spilled milk)  (Mean
18277,"Να κατεβάζ' η Παρνασσός, κι να κόβ' η Άγιο Τρύφωνας","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/210535,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"When Parnassus falls, then cut with Saint Tryphon's knife."
117720,"Άη Μηνάς το μήνυσε, κι΄ο Φίλιππος το καρτερεί","Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/191834,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"The moon told a secret, and Philip knows it.  (A proverb that"
118316,Στο μεζέ σ' λίγο λεμόνι,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/232513,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,A little lemon in the stew<|eot_id|>
53889,"Το νερό τρέχει, ο άμμος στέκεται","Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/198105,"Κουκουλές, Φαίδων",Θράκη,40.8464241,25.8759377,"Water flows, sand remains. (The water flows, but the sand remains)"
54181,Δε θα πάου να προυγκώ μυίγις,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/283950,"Κουρτίδης, Κωνσταντίνος Γ.",Θράκη,40.8464241,25.8759377,"You can't buy happiness with money, even if you are a millionaire. ("
42652,"Ακόμη δεν καββαλίκεψε, τα ποδάρια του κουνάει",Θράκη,http://hdl.handle.net/20.500.11853/165218,"Κοκκολάτος, Κλεόβουλος, Χρ.",Θράκη,40.8464241,25.8759377,"Even he hasn't fallen, he's shaking his feet. (Translation of Greek"
72259,Το πολύ το Κύρι' ελέησον κι ο παπάς δε το στρέγει,"Θράκη, Καρυές",http://hdl.handle.net/20.500.11853/246882,"Λουλουδόπουλος, Μιλτιάδης Α.",Θράκη,40.8464241,25.8759377,Too much for the Lord to forgive and the priest doesn't turn it. (
73421,Κάμνει τον άγιο,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/152819,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,He wears out the saint. (The saint is worn out by the man's
117949,Είναι όσιος Ονούφριος,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/191836,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,It's a matter of the holy Onoufrios. (It's a
117643,"Γω λέγω που είμαι χαντούμς, κι' αυτός ρωτά πόσα παιδιά έχω","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/275171,"Χατζόπουλος, Κωνσταντίνος Ν.",Θράκη,40.8464241,25.8759377,"I say I am a hanudum, and he asks how many children I"
107108,Τα ράσα δεν κάμουν τον καλόγηρον,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257728,Σαμίδης,Θράκη,40.8464241,25.8759377,The monks do not make the monk. (They cannot make one of their own
5139,Στα παλειά μ' τα παπούτσια,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/169220,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,Wear out your shoes with me. (Literal translation: At the old ones
106929,Μας πήραν ξελάκκου,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/287626,Σαμίδης,Θράκη,40.8464241,25.8759377,They took us by the neck. (They took us by surprise.)<|
117777,Αλί στον Αλή π δε φορεί βρακί,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/192021,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,A stranger in a strange land who doesn't wear a belt. (A person
4858,Έχασε τα αυγά και τα καλάθια,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/141434,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,He lost the eggs and the baskets. (meaning: He lost the opportunity and
73631,Όποιος δεν ομιλεί τον θάφτουν,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/289222,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,"Those who do not speak are buried. (English proverb: ""Silence is"
18264,"Μιά ώρα δ'λειά, ένα χρόνο μελέτ'μα","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/190608,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"A little time, a long study. (English translation of the Greek proverb)"
73565,Να το κρεμάσης σκουλαρίκι ('ς το αυτί),"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257828,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,Hang the earring ('by the ear) <|eot_id|>
107964,Το Μάη πίνε το νερό το θεριστή το ξύδι,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/258074,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,"In May drink water, the wine drinker drinks vinegar. (English translation of"
5036,Οι πολλοί το ν ένανα τον έχνα,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/257985,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,Many hands make light work. or One for all and all for one. or
118185,"Όπ' ακούς πολλά κεράσια,πέρνε μικρό καλάθ","Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/191879,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"If you hear many cherries, take a small basket. (English translation)"
91943,Ομπρός βαθύ καί πίσω ρέμα,"Θράκη, Μάδυτος",http://hdl.handle.net/20.500.11853/165030,"Οικονομίδης, Απόστολος Β.",Θράκη,40.8464241,25.8759377,The depth of the sea is seen from the river.  (A great calam
19071,Πρέπει στραβά να κάτσωμε και ίσα να μιλήσωμε,"Θράκη, Κιμμέρια",http://hdl.handle.net/20.500.11853/290424,"Ήμελλος, Στέφανος Δ.",Θράκη,40.8464241,25.8759377,We must sit properly and speak equally. (meaning: We must be equal in
63053,Έμαθ' ο γάιδαρος γυμνός και ντρέπεται σαμαρωμένος,"Θράκη, Κεσσάνη",http://hdl.handle.net/20.500.11853/257871,"Λιουδάκη, Μαρία",Θράκη,40.8464241,25.8759377,The donkey learned naked and is ashamed clothed. (Proverb)<|
4830,"Δε πόρ' να δείρ' το γαδούρ', δέρνει το σαμάρρ'","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/169233,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,"You can't hit what you can't see.  (Literal translation: """
102444,Τα μυαλά σ' και μνιά λίρα,"Θράκη, Σκοπός",http://hdl.handle.net/20.500.11853/229359,"Πετρόπουλος, Δημήτριος",Θράκη,40.8464241,25.8759377,The mind is worth more than a pound. (lit. Your mind is worth
42733,Ίσκα και απύρι 'ς την άτσα του πονήρη,Θράκη,http://hdl.handle.net/20.500.11853/257609,"Κοκκολάτος, Κλεόβουλος, Χρ.",Θράκη,40.8464241,25.8759377,Smoke and fire in the poniard's sheath. (English proverb)<
118282,Σα τς παλαβής τα μαλλιά,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/210937,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,The grey hairs of the foolish one<|eot_id|>
73780,"Σαν δεν μοιάζομαι, δεν συμπεθεριάζαμαι","Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/290681,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,"If I don't look like you, I won't be friends with you."
73219,Δεν σοί έβαλα θηλιά ΄ς τόν λαιμό,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/168899,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,You tied a rope around his neck. (lit. You didn't put a
